Date,Close,change
2008-05-02,1413.900024,0.0032303750170896706
2008-05-05,1407.48999,-0.0045438914840980615
2008-05-06,1418.26001,0.007622806087752565
2008-05-07,1392.569946,-0.018279853115200417
2008-05-08,1397.680054,0.0036628357410659618
2008-05-09,1388.280029,-0.006748166083685447
2008-05-12,1403.579956,0.010960492467365412
2008-05-13,1403.040039,-0.00038474535749166705
2008-05-14,1408.660034,0.003997583197610233
2008-05-15,1423.569946,0.010528841120541976
2008-05-16,1425.349976,0.0012496175956977496
2008-05-19,1426.630005,0.0008976424059623511
2008-05-20,1413.400024,-0.009316856910556837
2008-05-21,1390.709961,-0.01618378619817573
2008-05-22,1394.349976,0.0026139595950969152
2008-05-23,1375.930054,-0.01329843428158739
2008-05-27,1385.349976,0.006822892600922614
2008-05-28,1390.839966,0.0039550587467873655
2008-05-29,1398.26001,0.0053207569246289665
2008-05-30,1400.380005,0.0015150182904095644
2008-06-02,1385.670044,-0.01055982299899405
2008-06-03,1377.650024,-0.005804642474577015
2008-06-04,1377.199951,-0.00032674955666500693
2008-06-05,1404.050049,0.019308535501367352
2008-06-06,1360.680054,-0.03137633792851169
2008-06-09,1361.76001,0.0007933736143019843
2008-06-10,1358.439941,-0.002441048973177651
2008-06-11,1335.48999,-0.01703868089709104
2008-06-12,1339.869995,0.003274332379805678
2008-06-13,1360.030029,0.014934189051767355
2008-06-16,1360.140015,8.086700337184283e-05
2008-06-17,1350.930054,-0.006794362517970498
2008-06-18,1337.810059,-0.009759291401610248
2008-06-19,1342.829956,0.003745301748739216
2008-06-20,1317.930054,-0.01871692961445426
2008-06-23,1318.0,5.307121098319101e-05
2008-06-24,1314.290039,-0.0028188105425694943
2008-06-25,1321.969971,0.00582640080774155
2008-06-26,1283.150024,-0.02980501535784441
2008-06-27,1278.380005,-0.0037243557246418035
2008-06-30,1280.0,0.0012664226685243918
2008-07-01,1284.910034,0.003828625513309092
2008-07-02,1261.52002,-0.018371344475750284
2008-07-03,1262.900024,0.0010933237047829891
2008-07-07,1252.310059,-0.008420789697931141
2008-07-08,1273.699951,0.016936119167041852
2008-07-09,1244.689941,-0.023039556616251566
2008-07-10,1253.390015,0.006965436918402013
2008-07-11,1239.48999,-0.011151895821661206
2008-07-14,1228.300049,-0.009068857168021971
2008-07-15,1214.910034,-0.010961111495015885
2008-07-16,1245.359985,0.0247546047403171
2008-07-17,1260.319946,0.011940981425868635
2008-07-18,1260.680054,0.0002856866342311193
2008-07-21,1260.0,-0.0005395797974596661
2008-07-22,1277.0,0.013401856087015496
2008-07-23,1282.189941,0.004055930379877282
2008-07-24,1252.540039,-0.023395986698869997
2008-07-25,1257.76001,0.004158848282542316
2008-07-28,1234.369995,-0.018771654598366716
2008-07-29,1263.199951,0.023087430753335525
2008-07-30,1284.26001,0.01653453959849127
2008-07-31,1267.380005,-0.013230903377196235
2008-08-01,1260.310059,-0.0055940121277657795
2008-08-04,1249.01001,-0.009006523739595096
2008-08-05,1284.880005,0.028314087141064093
2008-08-06,1289.189941,0.003348735751600884
2008-08-07,1266.069946,-0.018096496614683488
2008-08-08,1296.319946,0.023611867574969914
2008-08-11,1305.319946,0.006918740698416137
2008-08-12,1289.589966,-0.012123868041461705
2008-08-13,1285.829956,-0.0029199220207543064
2008-08-14,1292.930054,0.005506612413472389
2008-08-15,1298.199951,0.004067649447182298
2008-08-18,1278.599976,-0.015212941292702453
2008-08-19,1266.689941,-0.009358558210852408
2008-08-20,1274.540039,0.006178207428513716
2008-08-21,1277.719971,0.0024918571250447386
2008-08-22,1292.199951,0.011268937299435677
2008-08-25,1266.839966,-0.019820570253066272
2008-08-26,1271.51001,0.0036795944714418383
2008-08-27,1281.660034,0.007950960803121632
2008-08-28,1300.680054,0.014731106906668678
2008-08-29,1282.829956,-0.013818705543650722
2008-09-02,1277.579956,-0.0041009116025039205
2008-09-03,1274.97998,-0.002037152477783799
2008-09-04,1236.829956,-0.03037885739940993
2008-09-05,1242.310059,0.004420978155796007
2008-09-08,1267.790039,0.020302660636854597
2008-09-09,1224.51001,-0.0347344857776859
2008-09-10,1232.040039,0.0061305916296703344
2008-09-11,1249.050049,0.013711937826061948
2008-09-12,1251.699951,0.00211928660746441
