1700.5;   8.3; -1.0;    -1;1
1701.5;  18.3; -1.0;    -1;1
1702.5;  26.7; -1.0;    -1;1
1703.5;  38.3; -1.0;    -1;1
1704.5;  60.0; -1.0;    -1;1
1705.5;  96.7; -1.0;    -1;1
1706.5;  48.3; -1.0;    -1;1
1707.5;  33.3; -1.0;    -1;1
1708.5;  16.7; -1.0;    -1;1
1709.5;  13.3; -1.0;    -1;1
1710.5;   5.0; -1.0;    -1;1
1711.5;   0.0; -1.0;    -1;1
1712.5;   0.0; -1.0;    -1;1
1713.5;   3.3; -1.0;    -1;1
1714.5;  18.3; -1.0;    -1;1
1715.5;  45.0; -1.0;    -1;1
1716.5;  78.3; -1.0;    -1;1
1717.5; 105.0; -1.0;    -1;1
1718.5; 100.0; -1.0;    -1;1
1719.5;  65.0; -1.0;    -1;1
1720.5;  46.7; -1.0;    -1;1
1721.5;  43.3; -1.0;    -1;1
1722.5;  36.7; -1.0;    -1;1
1723.5;  18.3; -1.0;    -1;1
1724.5;  35.0; -1.0;    -1;1
1725.5;  66.7; -1.0;    -1;1
1726.5; 130.0; -1.0;    -1;1
1727.5; 203.3; -1.0;    -1;1
1728.5; 171.7; -1.0;    -1;1
1729.5; 121.7; -1.0;    -1;1
1730.5;  78.3; -1.0;    -1;1
1731.5;  58.3; -1.0;    -1;1
1732.5;  18.3; -1.0;    -1;1
1733.5;   8.3; -1.0;    -1;1
1734.5;  26.7; -1.0;    -1;1
1735.5;  56.7; -1.0;    -1;1
1736.5; 116.7; -1.0;    -1;1
1737.5; 135.0; -1.0;    -1;1
1738.5; 185.0; -1.0;    -1;1
1739.5; 168.3; -1.0;    -1;1
1740.5; 121.7; -1.0;    -1;1
1741.5;  66.7; -1.0;    -1;1
1742.5;  33.3; -1.0;    -1;1
1743.5;  26.7; -1.0;    -1;1
1744.5;   8.3; -1.0;    -1;1
1745.5;  18.3; -1.0;    -1;1
1746.5;  36.7; -1.0;    -1;1
1747.5;  66.7; -1.0;    -1;1
1748.5; 100.0; -1.0;    -1;1
1749.5; 134.8; -1.0;    -1;1
1750.5; 139.0; -1.0;    -1;1
1751.5;  79.5; -1.0;    -1;1
1752.5;  79.7; -1.0;    -1;1
1753.5;  51.2; -1.0;    -1;1
1754.5;  20.3; -1.0;    -1;1
1755.5;  16.0; -1.0;    -1;1
1756.5;  17.0; -1.0;    -1;1
1757.5;  54.0; -1.0;    -1;1
1758.5;  79.3; -1.0;    -1;1
1759.5;  90.0; -1.0;    -1;1
1760.5; 104.8; -1.0;    -1;1
1761.5; 143.2; -1.0;    -1;1
1762.5; 102.0; -1.0;    -1;1
1763.5;  75.2; -1.0;    -1;1
1764.5;  60.7; -1.0;    -1;1
1765.5;  34.8; -1.0;    -1;1
1766.5;  19.0; -1.0;    -1;1
1767.5;  63.0; -1.0;    -1;1
1768.5; 116.3; -1.0;    -1;1
1769.5; 176.8; -1.0;    -1;1
1770.5; 168.0; -1.0;    -1;1
1771.5; 136.0; -1.0;    -1;1
1772.5; 110.8; -1.0;    -1;1
1773.5;  58.0; -1.0;    -1;1
1774.5;  51.0; -1.0;    -1;1
1775.5;  11.7; -1.0;    -1;1
1776.5;  33.0; -1.0;    -1;1
1777.5; 154.2; -1.0;    -1;1
1778.5; 257.3; -1.0;    -1;1
1779.5; 209.8; -1.0;    -1;1
1780.5; 141.3; -1.0;    -1;1
1781.5; 113.5; -1.0;    -1;1
1782.5;  64.2; -1.0;    -1;1
1783.5;  38.0; -1.0;    -1;1
1784.5;  17.0; -1.0;    -1;1
1785.5;  40.2; -1.0;    -1;1
1786.5; 138.2; -1.0;    -1;1
1787.5; 220.0; -1.0;    -1;1
1788.5; 218.2; -1.0;    -1;1
1789.5; 196.8; -1.0;    -1;1
1790.5; 149.8; -1.0;    -1;1
1791.5; 111.0; -1.0;    -1;1
1792.5; 100.0; -1.0;    -1;1
1793.5;  78.2; -1.0;    -1;1
1794.5;  68.3; -1.0;    -1;1
1795.5;  35.5; -1.0;    -1;1
1796.5;  26.7; -1.0;    -1;1
1797.5;  10.7; -1.0;    -1;1
1798.5;   6.8; -1.0;    -1;1
1799.5;  11.3; -1.0;    -1;1
1800.5;  24.2; -1.0;    -1;1
1801.5;  56.7; -1.0;    -1;1
1802.5;  75.0; -1.0;    -1;1
1803.5;  71.8; -1.0;    -1;1
1804.5;  79.2; -1.0;    -1;1
1805.5;  70.3; -1.0;    -1;1
1806.5;  46.8; -1.0;    -1;1
1807.5;  16.8; -1.0;    -1;1
1808.5;  13.5; -1.0;    -1;1
1809.5;   4.2; -1.0;    -1;1
1810.5;   0.0; -1.0;    -1;1
1811.5;   2.3; -1.0;    -1;1
1812.5;   8.3; -1.0;    -1;1
1813.5;  20.3; -1.0;    -1;1
1814.5;  23.2; -1.0;    -1;1
1815.5;  59.0; -1.0;    -1;1
1816.5;  76.3; -1.0;    -1;1
1817.5;  68.3; -1.0;    -1;1
1818.5;  52.9;  9.2;   213;1
1819.5;  38.5;  7.9;   249;1
1820.5;  24.2;  6.4;   224;1
1821.5;   9.2;  4.2;   304;1
1822.5;   6.3;  3.7;   353;1
1823.5;   2.2;  2.7;   302;1
1824.5;  11.4;  4.6;   194;1
1825.5;  28.2;  6.8;   310;1
1826.5;  59.9;  9.8;   320;1
1827.5;  83.0; 11.6;   321;1
1828.5; 108.5; 13.2;   301;1
1829.5; 115.2; 13.6;   291;1
1830.5; 117.4; 13.7;   268;1
1831.5;  80.8; 11.4;   285;1
1832.5;  44.3;  8.5;   277;1
1833.5;  13.4;  4.9;   292;1
1834.5;  19.5;  5.8;   260;1
1835.5;  85.8; 11.8;   173;1
1836.5; 192.7; 17.6;   166;1
1837.5; 227.3; 19.1;   150;1
